datetime,actual,Random Forest,Gradient Boosting,Physics-based,Time Series,XGBoost-like,Random Forest_error,Random Forest_abs_error,Random Forest_squared_error,Gradient Boosting_error,Gradient Boosting_abs_error,Gradient Boosting_squared_error,Physics-based_error,Physics-based_abs_error,Physics-based_squared_error,Time Series_error,Time Series_abs_error,Time Series_squared_error,XGBoost-like_error,XGBoost-like_abs_error,XGBoost-like_squared_error,simple_average,median_ensemble,performance_weighted,conditional_ensemble,hybrid_prediction
2023-06-24 05:00:00,2.258099703576552,0.960693620218978,6.626435795941503,0.3135338983606772,4.997050752744137,-0.05706190791392727,1.2974060833575742,1.2974060833575742,1.6832625451332408,-4.368336092364951,4.368336092364951,19.082360215858287,1.944565805215875,1.944565805215875,3.781336170814864,-2.738951049167585,2.738951049167585,7.501852849736213,2.3151616114904794,2.3151616114904794,5.359973287319193,2.5681304318702733,0.960693620218978,2.568130431870274,3.0574675167244303,2.345619560601598
2023-06-24 06:00:00,0.0,6.539158890885929,-0.5711335865882073,0.0,14.38250778014688,-0.9135303276624213,-6.539158890885929,6.539158890885929,42.76059900025249,0.5711335865882073,0.5711335865882073,0.32619357372910934,0.0,0.0,0.0,-14.38250778014688,14.38250778014688,206.85653004598555,0.9135303276624213,0.9135303276624213,0.8345376595590107,3.8874005513564365,0.0,3.887400551356437,1.811252790149747,2.4406092030812667
2023-06-24 07:00:00,338.3688715853672,352.3431543135926,307.736577580519,974.0463175128924,469.64466165867253,347.4300425253393,-13.974282728225432,13.974282728225432,195.28057776837963,30.632294004848177,30.632294004848177,938.3374359994575,-635.6774459275252,635.6774459275252,404085.8152609418,-131.27579007330536,131.27579007330536,17233.33305937054,-9.0611709399721,9.0611709399721,82.10481880339488,490.24015071820315,352.3431543135926,490.2401507182032,564.9595690178286,494.9704308941425
2023-06-24 08:00:00,986.3574305089508,1038.4742461810995,1088.4712423281296,1482.0371141023224,937.0019239566373,1030.7392905143201,-52.11681567214873,52.11681567214873,2716.162475804728,-102.11381181917886,102.11381181917886,10427.230564242673,-495.6796835933717,495.6796835933717,245698.34872722506,49.3555065523135,49.3555065523135,2435.9660270354607,-44.38186000536939,44.38186000536939,1969.749497536207,1115.3447634165018,1038.4742461810995,1115.344763416502,1184.596723304513,1126.8921284419785
2023-06-24 09:00:00,1191.4163458734154,1476.263059114653,1444.719062437184,2177.7021350980185,1201.001830238104,1497.4389451173697,-284.8467132412377,284.8467132412377,81137.6500443359,-253.30271656376863,253.30271656376863,64162.266218584904,-986.2857892246031,986.2857892246031,972759.6580263983,-9.585484364688682,9.585484364688682,91.88151050569118,-306.02259924395435,306.02259924395435,93649.83124802589,1559.425006401066,1476.263059114653,1559.4250064010657,1709.6799371677603,1602.7163229768544
2023-06-24 10:00:00,970.3305873031669,1502.6507205293544,1424.0830362603801,2509.8500548247316,1494.7684298394024,1554.9113752312196,-532.3201332261875,532.3201332261875,283364.72423794604,-453.75244895721323,453.75244895721323,205891.2849346684,-1539.5194675215648,1539.5194675215648,2370120.1908778823,-524.4378425362355,524.4378425362355,275035.05068406137,-584.5807879280527,584.5807879280527,341734.69761458295,1697.2527233370176,1502.6507205293544,1697.2527233370179,1859.4091177900598,1732.6562591797126
2023-06-24 11:00:00,2459.627989036844,1823.529530473908,2149.062583434823,2483.534262894926,1494.7537067877513,2167.6099405815685,636.0984585629362,636.0984585629362,404621.2489861435,310.5654056020212,310.5654056020212,96450.87115674795,-23.90627385808193,23.90627385808193,571.5099297776115,964.8742822490929,964.8742822490929,930982.3805457021,292.0180484552757,292.0180484552757,85274.54062362773,2023.6980048345954,2149.062583434823,2023.6980048345954,2164.7887681046486,2094.6665623411595
2023-06-24 12:00:00,2164.0526070692567,1874.5795578201744,1848.0296204278166,1603.7999147688893,1198.125086659501,1856.7803471473837,289.47304924908235,289.47304924908235,83794.64624156166,316.0229866414402,316.0229866414402,99870.52808577588,560.2526923003675,560.2526923003675,313883.0792298102,965.9275204097557,965.9275204097557,933015.9746849391,307.272259921873,307.272259921873,94416.24171749508,1676.2629053647531,1848.0296204278166,1676.262905364753,1748.3425712118672,1728.5684046786375
2023-06-24 13:00:00,1522.9308574298743,2147.802947344458,2141.406219094009,1702.4220131043246,1240.1725082325231,2090.806926214565,-624.8720899145837,624.8720899145837,390465.1287542196,-618.4753616641347,618.4753616641347,382511.7729855822,-179.49115567445028,179.49115567445028,32217.074965349748,282.7583491973512,282.7583491973512,79952.28404081121,-567.8760687846907,567.8760687846907,322483.2294983548,1864.522122797976,2090.806926214565,1864.522122797976,1940.4336958241533,1925.0338938696264
2023-06-24 14:00:00,1194.9539534238943,1759.8529324444798,1754.9545642773703,2025.7267114790372,1323.5279031532743,1869.0835057418208,-564.8989790205856,564.8989790205856,319110.8564985,-560.000610853476,560.000610853476,313600.6841562663,-830.772758055143,830.772758055143,690183.3755265491,-128.57394972938005,128.57394972938005,16531.260549013146,-674.1295523179265,674.1295523179265,454450.653308368,1746.6291234191965,1759.8529324444798,1746.6291234191967,1869.7394763389927,1808.0859042895188
