datetime,hour,actual_generation,Realistic Hybrid_prediction,Realistic Hybrid_error,XGBoost_prediction,XGBoost_error,Prophet+XGBoost_prediction,Prophet+XGBoost_error,Prophet_prediction,Prophet_error,SARIMAX_prediction,SARIMAX_error
2023-06-15 00:00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.01228500321696,-185.01228500321696
2023-06-15 01:00:00,1,12.121525704436152,0.0,12.121525704436152,38.576691296477094,-26.45516559204094,0.0,12.121525704436152,95.207795637372,-83.08626993293585,275.39065937008957,-263.2691336656534
2023-06-15 02:00:00,2,56.585577036315904,0.0,56.585577036315904,33.081595178780915,23.50398185753499,0.0,56.585577036315904,0.0,56.585577036315904,0.0,56.585577036315904
2023-06-15 03:00:00,3,5.237334384955169,0.0,5.237334384955169,0.0,5.237334384955169,26.69817139078776,-21.46083700583259,109.90225963798706,-104.6649252530319,148.43691473826047,-143.1995803533053
2023-06-15 04:00:00,4,7.726511721682931,33.22603461216308,-25.49952289048015,0.0,7.726511721682931,28.006909332630915,-20.280397610947986,0.0,7.726511721682931,0.0,7.726511721682931
2023-06-15 05:00:00,5,0.0,0.0,0.0,1.462722557671104,-1.462722557671104,0.0,0.0,0.0,0.0,125.57331498725662,-125.57331498725662
2023-06-15 06:00:00,6,0.0,0.0,0.0,58.69992321125807,-58.69992321125807,0.0,0.0,0.0,0.0,25.68792522498887,-25.68792522498887
2023-06-15 07:00:00,7,1081.9922998873603,1046.3563622571166,35.63593763024369,1094.4460837724184,-12.453783885058101,1029.7793610448716,52.21293884248871,1015.0938845730989,66.89841531426146,0.0,1081.9922998873603
2023-06-15 08:00:00,8,1894.2214571988925,1979.8372421056906,-85.61578490679813,2092.4444507007374,-198.22299350184494,2004.8071913191623,-110.58573412026976,2051.555361311599,-157.33390411270648,651.7713677271078,1242.4500894717848
2023-06-15 09:00:00,9,2901.983968804215,2770.414394406198,131.5695743980168,2849.1701741420407,52.81379466217413,2804.127353099977,97.85661570423781,2787.016612917306,114.96735588690899,914.9928151355118,1986.991153668703
2023-06-15 10:00:00,10,3192.27315476433,3325.124218613067,-132.85106384873734,3427.772977143585,-235.49982237925542,3342.6245704171324,-150.35141565280264,3347.97524972148,-155.70209495715017,1881.2096880843255,1311.0634666800042
2023-06-15 11:00:00,11,4435.561457698787,4049.2286428383977,386.3328148603896,4131.415507528164,304.1459501706231,3912.818445620324,522.7430120784634,3838.3748334172697,597.1866242815177,3245.661460575287,1189.8999971235003
2023-06-15 12:00:00,12,3571.9435283823573,3992.1327223036596,-420.1891939213024,4083.7273135101605,-511.7837851278032,3938.583985695291,-366.6404573129339,3781.7826580635883,-209.83912968123104,3848.6443226589527,-276.7007942765954
2023-06-15 13:00:00,13,3626.211120287973,3833.1913170545317,-206.98019676655895,3915.048116233001,-288.8369959450283,3806.3710478451326,-180.1599275571598,3709.941340606381,-83.7302203184081,3716.1749548274784,-89.96383453950557
2023-06-15 14:00:00,14,3447.323160867988,3589.135079297552,-141.81191842956378,3682.1149891358705,-234.79182826788247,3590.173617742356,-142.85045687436786,3400.138218123578,47.18494274440991,3099.7649666596435,347.5581942083445
2023-06-15 15:00:00,15,2321.9001991218943,2751.6665167577185,-429.7663176358242,2867.406563442302,-545.5063643204076,2837.0184355318484,-515.1182364099541,2774.9041269321906,-453.0039278102963,2201.3320260078326,120.56817311406166
2023-06-15 16:00:00,16,2140.60607387895,2020.039267759463,120.56680611948718,2162.9576259652426,-22.351552086292486,2027.712030651622,112.89404322732821,1981.12425720101,159.48181667794006,1101.077871451811,1039.5282024271391
2023-06-15 17:00:00,17,1011.9268430648491,1015.7468930790438,-3.8200500141947487,1076.0266435152732,-64.09980045042414,1007.8960925450119,4.03075051983717,1077.444670738397,-65.51782767354791,376.7193739658662,635.2074690989829
2023-06-15 18:00:00,18,42.083829328083475,37.44011360944657,4.643715718636905,1.7743103909941538,40.30951893708932,0.0,42.083829328083475,33.153917140930005,8.92991218715347,88.4232261024895,-46.33939677440602
2023-06-15 19:00:00,19,0.0,0.0,0.0,10.983178502585854,-10.983178502585854,0.0,0.0,3.804540455699979,-3.804540455699979,0.0,0.0
2023-06-15 20:00:00,20,17.605712814008108,0.0,17.605712814008108,0.0,17.605712814008108,0.48059142966697266,17.125121384341135,159.30329082970425,-141.69757801569614,54.252209210603205,-36.6464963965951
2023-06-15 21:00:00,21,65.71366877429935,0.0,65.71366877429935,0.0,65.71366877429935,0.0,65.71366877429935,28.43586795349498,37.27780082080437,0.0,65.71366877429935
2023-06-15 22:00:00,22,0.0,0.0,0.0,5.189956532142998,-5.189956532142998,11.0212236948059,-11.0212236948059,0.0,0.0,57.11321820853516,-57.11321820853516
2023-06-15 23:00:00,23,0.0,0.0,0.0,22.124761679666637,-22.124761679666637,0.0,0.0,130.1976904540851,-130.1976904540851,0.0,0.0
