Commitment_W,Expected_Revenue_dollar_per_MWh,Expected_Penalties_dollar_per_MWh,Net_Profit_dollar_per_MWh,Penalty_Risk_Percent
3612.5,180.625,0.0,180.625,0.0
3626.5151515151515,181.32575757575756,0.26866047339755245,181.05709710236002,51.11810088429111
3640.530303030303,182.02651515151513,0.5490644818801854,181.47745066963495,52.23532368157445
3654.5454545454545,182.72727272727275,0.8411843683824594,181.88608835889028,53.35079237308577
3668.560606060606,183.4280303030303,1.1449741463249603,182.28305615670536,54.46363506843059
3682.5757575757575,184.12878787878788,1.4603696618126978,182.66841821697517,55.57298604952109
3696.590909090909,184.82954545454544,1.7872888195249088,183.04225663502052,56.677987790339515
3710.6060606060605,185.53030303030303,2.125631871118097,183.40467115918494,57.77779294467729
3724.621212121212,186.2310606060606,2.4752817646413967,183.7557788414192,58.87156629417382
3738.6363636363635,186.9318181818182,2.8361045531508706,184.0957136286673,59.95848664919564
3752.651515151515,187.63257575757575,3.207949860409203,184.42462589716655,61.03774869535356
3766.6666666666665,188.33333333333331,3.5906514012714674,184.74268193206186,62.10856477874977
3780.681818181818,189.0340909090909,3.9840275540880716,185.05006335500283,63.170166623378485
3794.6969696969695,189.73484848484847,4.387881982204385,185.34696650264408,64.22180697446755
3808.712121212121,190.43560606060606,4.80200430140451,185.63360175920155,65.26276116194553
3822.727272727273,191.13636363636365,5.226170789935597,185.91019284642806,66.29232857864244
3836.742424242424,191.83712121212122,5.6601451375601455,186.17697607456108,67.30983406828288
3850.757575757576,192.53787878787878,6.103679229918734,186.43419955796006,68.31462921880421
3864.7727272727275,193.23863636363637,6.556513964343301,186.68212239929306,69.30609355702222
3878.787878787879,193.93939393939394,7.018380093146103,186.92101384624783,70.28363564117856
3892.8030303030305,194.64015151515153,7.4889990903171535,187.15115242483438,71.24669404842261
3906.818181818182,195.3409090909091,7.9680840374984765,187.37282505341062,72.1947382548124
3920.8333333333335,196.04166666666669,8.455340525063672,187.58632614160302,73.12726940595604
3934.848484848485,196.74242424242425,8.950467564117485,187.79195667830678,74.04382097695307
3948.8636363636365,197.4431818181818,9.453158505241634,187.99002331294017,74.94395932083455
3962.878787878788,198.1439393939394,9.963101959849595,188.18083743408982,75.82728410523364
3976.8939393939395,198.84469696969697,10.47998272007373,188.36471424962323,76.69342863754578
3990.909090909091,199.54545454545456,11.00348267319224,188.5419718722623,77.54206007935271
4004.9242424242425,200.24621212121212,11.533281706709834,188.7129304145023,78.37287955138727
4018.939393939394,200.9469696969697,12.0690586003338,188.8779110966359,79.18562213080145
4032.9545454545455,201.64772727272725,12.61049190123475,189.0372353714925,79.98005674296633
4046.969696969697,202.34848484848487,13.157260779147487,189.19122406933738,80.75598595047803
4060.9848484848485,203.04924242424244,13.70904585805072,189.3401965661917,81.51324564246374
4075.0,203.75,14.26553002136269,189.48446997863732,82.25170462767677
4089.0151515151515,204.45075757575756,14.826399187802188,189.62435838795537,82.97126413523641
4103.030303030303,205.15151515151513,15.39134305528843,189.7601720962267,83.67185722720507
