timestamp,actual,xgboost_predicted,prophet_predicted,hybrid_predicted
2024-12-01 00:00:00,0.0,2.5690339,-1201.326941157804,-525.2992922320227
2024-12-01 01:00:00,0.0,2.5690339,-414.52435499017156,-407.833429392027
2024-12-01 02:00:00,0.0,2.5690339,754.2257903532118,159.44405207196178
2024-12-01 03:00:00,0.0,2.5690339,321.8456207905474,-107.95570977585885
2024-12-01 04:00:00,0.0,2.5690339,-1537.5809348656185,-568.2164329124935
2024-12-01 05:00:00,0.0,2.5690339,-1413.4734608117833,-444.1089588586583
2024-12-01 06:00:00,0.0,2.6765025,5050.530021060014,1552.2512124662644
2024-12-01 07:00:00,22958.51526459732,22955.814,19384.760129085393,21525.345578304143
2024-12-01 08:00:00,36689.05726161669,36793.977,38538.93485840914,36302.18534669039
2024-12-01 09:00:00,54062.39745770654,54177.56,56832.618865471864,53035.122283440614
2024-12-01 10:00:00,64948.38113608651,64802.008,69824.4898570931,65050.973743811846
2024-12-01 11:00:00,79469.91822528708,79423.984,76590.8878912364,78557.19733947859
2024-12-01 12:00:00,75104.097818612,74890.97,78604.2482520625,75575.65621104688
2024-12-01 13:00:00,79872.25344446841,79865.484,76796.16774194263,78515.22426049731
2024-12-01 14:00:00,67676.1853075367,67283.586,70083.1749655245,67264.0226217745
2024-12-01 15:00:00,60245.88504133224,60323.387,56960.98135989775,57078.09378665556
2024-12-01 16:00:00,43065.61249614592,43363.7,38458.88769378066,41606.54931487441
2024-12-01 17:00:00,15602.398405682578,15481.8,19166.44485588943,16440.327912530054
2024-12-01 18:00:00,4995.74797308594,4842.82,4836.150677062764,4648.7321284787795
2024-12-01 19:00:00,0.0,2.5660148,-1526.2287587433384,-719.2286977081822
2024-12-01 20:00:00,0.0,2.5660148,-1550.9627411376205,-743.9626801024642
2024-12-01 21:00:00,0.0,2.5660148,343.72410589788706,-105.88340752984732
2024-12-01 22:00:00,0.0,2.5660148,761.144006764076,311.53649333634166
2024-12-01 23:00:00,0.0,2.5660148,-423.7733604482564,-581.294753270522
2024-12-02 00:00:00,0.0,2.5690339,-1206.296684312576,-530.2690353867947
2024-12-02 01:00:00,0.0,2.5690339,-419.49409819724315,-412.8031725990986
2024-12-02 02:00:00,0.0,2.5690339,749.2560472079422,154.47430892669217
2024-12-02 03:00:00,0.0,2.5690339,316.8758776933828,-112.92545287302346
2024-12-02 04:00:00,0.0,2.5690339,-1542.550677955951,-573.186176002826
2024-12-02 05:00:00,0.0,2.5690339,-1418.443203926141,-449.078701973016
2024-12-02 06:00:00,0.0,2.6765025,5045.5602780789995,1547.2814694852495
2024-12-02 07:00:00,19325.708125926656,19389.78,19379.79038524178,18859.855875964437
2024-12-02 08:00:00,35582.77947119075,35811.555,38533.96511557676,36297.21560385801
2024-12-02 09:00:00,55822.77255008759,55728.58,56827.64912258048,54096.92329250235
2024-12-02 10:00:00,65421.20886843184,65012.945,69819.52011409783,65046.00400081658
2024-12-02 11:00:00,71669.81976406735,71674.555,76585.91814814939,72818.61346064939
2024-12-02 12:00:00,91657.43046278418,90889.43,78599.27850890635,89624.83026671885
2024-12-02 13:00:00,69035.5984292775,68856.08,76791.19799872456,71888.81030341206
2024-12-02 14:00:00,62910.59618750048,62761.477,70078.20522220986,66464.76357181923
2024-12-02 15:00:00,52994.0132596759,53135.844,56956.01161647511,53317.159321553234
2024-12-02 16:00:00,50390.78308555014,50420.027,38453.91795029835,45378.81443467335
2024-12-02 17:00:00,21433.13606925349,21487.834,19161.475112448774,21321.575698386274
2024-12-02 18:00:00,4406.807433030622,4321.5586,4831.1809337357445,4643.76238515176
2024-12-02 19:00:00,0.0,2.5660148,-1531.198501941184,-724.1984409060278
2024-12-02 20:00:00,0.0,2.5660148,-1555.9324842629285,-748.9324232277722
2024-12-02 21:00:00,0.0,2.5660148,338.75436276873734,-110.85315065899704
2024-12-02 22:00:00,0.0,2.5660148,756.1742635998089,306.56675017207453
2024-12-02 23:00:00,0.0,2.5660148,-428.74310362527467,-586.2644964475403
2024-12-03 00:00:00,0.0,2.5690339,-1211.2664274635645,-535.2387785377832
2024-12-03 01:00:00,0.0,2.5690339,-424.4638413311113,-417.7729157329668
2024-12-03 02:00:00,0.0,2.5690339,744.286304029527,149.50456574827695
2024-12-03 03:00:00,0.0,2.5690339,311.9061345150949,-117.89519605131136
2024-12-03 04:00:00,0.0,2.5690339,-1547.520421136298,-578.155919183173
2024-12-03 05:00:00,0.0,2.5690339,-1423.4129471859924,-454.0484452328674
2024-12-03 06:00:00,0.0,2.6765025,5040.590534512026,1542.3117259182764
2024-12-03 07:00:00,9604.242034003588,9018.1,19374.82064237711,18192.354944134924
2024-12-03 08:00:00,40659.08866298359,40262.285,38528.995371650846,39327.533640693815
2024-12-03 09:00:00,64251.82163862369,64481.516,56822.679378794965,61977.039242076215
2024-12-03 10:00:00,64059.85131871619,64481.516,69814.55037056164,65041.03425728039
2024-12-03 11:00:00,70740.45125706567,70609.164,76580.94840506098,72813.64371756098
2024-12-03 12:00:00,86850.6945240228,87226.305,78594.30876574715,86262.78630480965
2024-12-03 13:00:00,71701.52976265512,71677.586,76786.22825572452,73018.92356822452
2024-12-03 14:00:00,72407.63458445472,72691.59,70073.2354788952,70824.50745155146
2024-12-03 15:00:00,62309.56641820626,62124.65,56951.04187305248,58610.50378711498
2024-12-03 16:00:00,40546.68451798672,40246.03,38448.948207922724,39329.45058829382
2024-12-03 17:00:00,23257.72349820665,23270.615,19156.5053690029,21837.123777206027
2024-12-03 18:00:00,0.0,2.6765025,4826.211190411421,1001.8676845520458
2024-12-03 19:00:00,0.0,2.5660148,-1536.1682449950786,-729.1681839599223
2024-12-03 20:00:00,0.0,2.5660148,-1560.9022273882365,-753.9021663530802
2024-12-03 21:00:00,0.0,2.5660148,333.784619639584,-115.8228937881504
2024-12-03 22:00:00,0.0,2.5660148,751.2045204355418,301.5970070078074
2024-12-03 23:00:00,0.0,2.5660148,-433.7128468008814,-591.234239623147
2024-12-04 00:00:00,0.0,2.5690339,-1216.2361706192278,-540.2085216934465
2024-12-04 01:00:00,0.0,2.5690339,-429.43358445978083,-422.7426588616363
2024-12-04 02:00:00,0.0,2.5690339,739.3165608842683,144.53482260301826
2024-12-04 03:00:00,0.0,2.5690339,306.9363913367815,-122.86493922962472
2024-12-04 04:00:00,0.0,2.5690339,-1552.4901643166413,-583.1256623635163
2024-12-04 05:00:00,0.0,2.5690339,-1428.3826902951296,-459.0181883420046
2024-12-04 06:00:00,6850.131881881137,6428.189,5035.6207915283085,4086.352175805652
2024-12-04 07:00:00,23756.744897149256,24002.607,19369.85089951105,22681.774483495425
2024-12-04 08:00:00,46302.14699611629,45881.3,38524.02562881846,44285.43969131846
2024-12-04 09:00:00,61260.499165221736,61733.25,56817.70963590359,59033.93571012234
2024-12-04 10:00:00,68925.44285018099,68856.08,69809.58062756638,67982.992981082
2024-12-04 11:00:00,80122.98285579748,80032.57,76575.97866174606,79402.58266565231
2024-12-04 12:00:00,80308.85435688273,80032.57,78589.33902259568,80141.10586829881
2024-12-04 13:00:00,85088.51520151633,84899.734,76781.25851250123,84506.45333671998
2024-12-04 14:00:00,69690.30842661897,69500.17,70068.26573612404,68575.28245975685
2024-12-04 15:00:00,64567.06350016432,64802.008,56946.07213053647,58605.53404459897
2024-12-04 16:00:00,45860.631547946905,45881.3,38443.97846444041,42812.68110115916
2024-12-04 17:00:00,16119.490126526554,16234.182,19151.535626540037,16425.418683180662
2024-12-04 18:00:00,0.0,2.6765025,4821.241447666562,996.8979418071867
2024-12-04 19:00:00,0.0,2.5660148,-1541.1379881915127,-734.1379271563565
2024-12-04 20:00:00,0.0,2.5660148,-1565.8719705135409,-758.8719094783846
2024-12-04 21:00:00,0.0,2.5660148,328.8148764274629,-120.7926370002715
2024-12-04 22:00:00,0.0,2.5660148,746.2347773056863,296.6272638779519
2024-12-04 23:00:00,0.0,2.5660148,-438.68258997791054,-596.2039828001762
2024-12-05 00:00:00,0.0,2.5690339,-1221.205913774007,-545.1782648482258
2024-12-05 01:00:00,0.0,2.5690339,-434.40332766684514,-427.7124020687006
2024-12-05 02:00:00,0.0,2.5690339,734.3468177417017,139.56507946045167
2024-12-05 03:00:00,0.0,2.5690339,301.96664815848635,-127.8346824079199
2024-12-05 04:00:00,0.0,2.5690339,-1557.4599074069738,-588.0954054538488
2024-12-05 05:00:00,0.0,2.5690339,-1433.3524334042777,-463.9879314511527
2024-12-05 06:00:00,0.0,2.6765025,5030.651048547294,1532.3722399535436
2024-12-05 07:00:00,17505.025349617124,17484.895,19364.881156644988,16398.542777738738
2024-12-05 08:00:00,46335.91065869441,45881.3,38519.05588598608,44280.46994848608
2024-12-05 09:00:00,62894.53693468855,62761.477,56812.73989301744,59866.58486372056
2024-12-05 10:00:00,71203.19188535055,71576.086,69804.6108845711,70130.47968950274
2024-12-05 11:00:00,79071.67141382782,79068.6,76571.00891865905,78537.31836690124
2024-12-05 12:00:00,78332.88145858794,78192.03,78584.36927944422,78115.50737148523
2024-12-05 13:00:00,73752.59325570444,73555.31,76776.28876928316,73829.83515600191
2024-12-05 14:00:00,72476.37667114951,72675.34,70063.2959928067,70814.56796546295
2024-12-05 15:00:00,59348.52775278103,59301.668,56941.10238711383,57058.214813871644
2024-12-05 16:00:00,30976.98545305388,31147.533,38439.00872096278,38090.29412135341
2024-12-05 17:00:00,17024.53818628831,16675.469,19146.56588309417,16420.448939734793
2024-12-05 18:00:00,5173.4984804364185,5387.169,4816.271704339535,4628.853155755551
2024-12-05 19:00:00,0.0,2.5660148,-1546.1077313879614,-739.1076703528051
2024-12-05 20:00:00,0.0,2.5660148,-1570.8417137351535,-763.8416526999972
2024-12-05 21:00:00,0.0,2.5660148,323.8451332930963,-125.76238013463808
2024-12-05 22:00:00,0.0,2.5660148,741.2650341414119,291.6575207136775
2024-12-05 23:00:00,0.0,2.5660148,-443.6523330798009,-601.1737259020665
2024-12-06 00:00:00,0.0,2.5690339,-1226.1756569296776,-550.1480080038964
2024-12-06 01:00:00,0.0,2.5690339,-439.3730708007279,-432.68214520258334
2024-12-06 02:00:00,0.0,2.5690339,729.3770745632901,134.59533628204008
2024-12-06 03:00:00,0.0,2.5690339,296.9969050613254,-132.80442550508087
2024-12-06 04:00:00,0.0,2.5690339,-1562.4296505919992,-593.0651486388742
2024-12-06 05:00:00,0.0,2.5690339,-1438.3221766641182,-468.95767471099316
2024-12-06 06:00:00,0.0,2.6765025,5025.68130498032,1527.4024963865704
2024-12-06 07:00:00,23536.1283429512,23442.293,19359.91141280137,22671.834996785747
2024-12-06 08:00:00,46729.35529187818,46933.87,38514.086143158376,44275.500205658376
2024-12-06 09:00:00,59428.93059994852,59301.668,56807.77014923191,59023.99622345066
2024-12-06 10:00:00,72727.98029624583,72742.9,69799.64114103492,71345.08096037086
2024-12-06 11:00:00,77839.1696546196,77827.734,76566.03917557202,76879.83525711499
2024-12-06 12:00:00,86889.39820909237,87223.27,78579.39953629275,86247.87707535525
2024-12-06 13:00:00,70657.77931928272,70609.164,76771.31902628312,73004.01433878312
2024-12-06 14:00:00,69953.9695121525,70013.016,70058.32624949206,68565.34297312488
2024-12-06 15:00:00,63604.03894072937,63667.73,56936.13264369259,58595.59455775509
2024-12-06 16:00:00,37833.2227941468,38068.29,38434.03897748048,37477.61020550782
2024-12-06 17:00:00,18039.83726950288,18150.408,19141.59613964829,17403.234201171726
2024-12-06 18:00:00,0.0,2.6765025,4811.301961012519,986.9584551531443
2024-12-06 19:00:00,0.0,2.5660148,-1551.0774745843992,-744.0774135492429
2024-12-06 20:00:00,0.0,2.5660148,-1575.8114568651472,-768.8113958299909
2024-12-06 21:00:00,0.0,2.5660148,318.87539016392475,-130.73212326380963
2024-12-06 22:00:00,0.0,2.5660148,736.2952909744417,286.68777754670737
2024-12-06 23:00:00,0.0,2.5660148,-448.62207625682277,-606.1434690790884
2024-12-07 00:00:00,0.0,2.5690339,-1231.1454000853446,-555.1177511595633
